,quantity,order_id,product_id,datetime,price,name
85,1,14,81,2019-08-03 18:36:00,5.95,Mushroom Bhajee
86,1,15,92,2019-08-03 18:36:00,7.95,Curry - Chicken
87,1,15,73,2019-08-03 18:36:00,5.95,Bombay Aloo
88,1,15,11,2019-08-03 18:36:00,2.6,Plain Naan
89,1,15,38,2019-08-03 18:36:00,3.95,Vegetable Rice
90,1,16,212,2019-08-03 18:34:00,10.95,Chicken Tikka Biryani
91,1,16,82,2019-08-03 18:34:00,5.95,Mixed Starter
92,1,17,28,2019-08-03 18:32:00,3.95,Onion Bhajee
93,1,17,212,2019-08-03 18:32:00,10.95,Chicken Tikka Biryani
94,1,17,113,2019-08-03 18:32:00,8.95,Bhuna - Chicken Tikka
95,1,17,36,2019-08-03 18:32:00,3.95,Mushroom Rice
96,1,18,42,2019-08-03 18:12:00,3.95,Keema Rice
97,1,18,91,2019-08-03 18:12:00,7.95,Madras - Lamb
98,1,18,73,2019-08-03 18:12:00,5.95,Bombay Aloo
99,1,19,46,2019-08-03 18:00:00,3.95,Masala Sauce
100,1,19,36,2019-08-03 18:00:00,3.95,Mushroom Rice
101,1,19,17,2019-08-03 18:00:00,2.95,Bottle Coke
102,1,19,14,2019-08-03 18:00:00,2.95,Peshwari Naan
103,2,19,217,2019-08-03 18:00:00,11.95,Tandoori Mixed Grill
104,3,19,6,2019-08-03 18:00:00,0.8,Plain Papadum
105,1,19,1,2019-08-03 18:00:00,0.5,Mint Sauce
106,1,19,3,2019-08-03 18:00:00,0.5,Mango Chutney
107,1,19,37,2019-08-03 18:00:00,3.95,Korma Sauce
108,1,20,199,2019-08-03 17:58:00,9.95,Pathia - Prawn
109,1,20,176,2019-08-03 17:58:00,9.95,Chicken Biryani
110,2,20,14,2019-08-03 17:58:00,2.95,Peshwari Naan
111,1,20,6,2019-08-03 17:58:00,0.8,Plain Papadum
112,1,20,1,2019-08-03 17:58:00,0.5,Mint Sauce
113,1,21,105,2019-08-03 17:57:00,8.95,Chicken Tikka Jalfrezi
114,1,21,116,2019-08-03 17:57:00,8.95,Bhuna - Lamb
115,2,21,34,2019-08-03 17:57:00,3.95,Special Fried Rice
116,1,21,14,2019-08-03 17:57:00,2.95,Peshwari Naan
117,1,21,79,2019-08-03 17:57:00,5.95,Aloo Gobi
118,1,21,103,2019-08-03 17:57:00,8.95,Chicken Tikka Masala
119,1,22,35,2019-08-03 17:52:00,3.95,Meat Samosa
120,1,22,80,2019-08-03 17:52:00,5.95,Mixed Vegetable Curry
121,1,22,138,2019-08-03 17:52:00,8.95,Dupiaza - Lamb
122,1,22,29,2019-08-03 17:52:00,3.95,Lemon Rice
123,1,22,106,2019-08-03 17:52:00,8.95,Methi - Lamb
124,1,22,15,2019-08-03 17:52:00,2.95,Pilau Rice
125,1,22,19,2019-08-03 17:52:00,2.95,Garlic Naan
126,1,22,28,2019-08-03 17:52:00,3.95,Onion Bhajee
127,1,22,7,2019-08-03 17:52:00,0.8,Spicy Papadum
128,1,23,11,2019-08-03 17:18:00,2.6,Plain Naan
129,1,23,15,2019-08-03 17:18:00,2.95,Pilau Rice
130,1,23,103,2019-08-03 17:18:00,8.95,Chicken Tikka Masala
131,1,23,116,2019-08-03 17:18:00,8.95,Bhuna - Lamb
132,2,23,6,2019-08-03 17:18:00,0.8,Plain Papadum
133,1,24,170,2019-08-03 16:21:00,9.95,Lamb Biryani
134,2,24,11,2019-08-03 16:21:00,2.6,Plain Naan
135,1,25,58,2019-08-02 20:23:00,4.95,Lamb Tikka
136,1,25,28,2019-08-02 20:23:00,3.95,Onion Bhajee
137,1,25,66,2019-08-02 20:23:00,5.95,Saag Paneer
138,1,25,103,2019-08-02 20:23:00,8.95,Chicken Tikka Masala
139,1,25,42,2019-08-02 20:23:00,3.95,Keema Rice
140,1,25,119,2019-08-02 20:23:00,8.95,Rogon - Lamb
141,1,25,174,2019-08-02 20:23:00,9.95,Chicken Tikka Karahi
142,1,25,15,2019-08-02 20:23:00,2.95,Pilau Rice
143,1,25,73,2019-08-02 20:23:00,5.95,Bombay Aloo
144,1,26,28,2019-08-02 20:18:00,3.95,Onion Bhajee
145,1,26,30,2019-08-02 20:18:00,3.95,French Fries
146,1,26,103,2019-08-02 20:18:00,8.95,Chicken Tikka Masala
147,1,26,102,2019-08-02 20:18:00,8.95,Korma - Chicken
148,1,26,11,2019-08-02 20:18:00,2.6,Plain Naan
149,1,26,15,2019-08-02 20:18:00,2.95,Pilau Rice
150,1,27,54,2019-08-02 19:33:00,4.95,Aloo Chaat
151,1,27,103,2019-08-02 19:33:00,8.95,Chicken Tikka Masala
152,1,27,19,2019-08-02 19:33:00,2.95,Garlic Naan
153,1,27,15,2019-08-02 19:33:00,2.95,Pilau Rice
154,1,27,108,2019-08-02 19:33:00,8.95,Bhuna - Chicken
155,3,28,6,2019-08-02 19:19:00,0.8,Plain Papadum
156,1,28,29,2019-08-02 19:19:00,3.95,Lemon Rice
157,1,28,196,2019-08-02 19:19:00,9.95,Lamb Mysore
158,1,28,118,2019-08-02 19:19:00,8.95,Dhansak - Chicken
159,1,28,8,2019-08-02 19:19:00,1.95,Chapati
160,2,29,170,2019-08-02 19:14:00,9.95,Lamb Biryani
161,1,29,14,2019-08-02 19:14:00,2.95,Peshwari Naan
162,1,30,28,2019-08-02 18:41:00,3.95,Onion Bhajee
163,1,30,79,2019-08-02 18:41:00,5.95,Aloo Gobi
164,1,30,176,2019-08-02 18:41:00,9.95,Chicken Biryani
165,1,30,90,2019-08-02 18:41:00,7.95,Madras - Chicken
166,1,30,102,2019-08-02 18:41:00,8.95,Korma - Chicken
167,1,30,165,2019-08-02 18:41:00,9.95,Chicken Balti
168,1,30,130,2019-08-02 18:41:00,8.95,Chicken Tikka Chilli Masala
169,1,30,187,2019-08-02 18:41:00,9.95,Lal Mirch Chicken
170,1,30,191,2019-08-02 18:41:00,9.95,Korma - Prawn
171,1,30,230,2019-08-02 18:41:00,12.95,Korma - King Prawn
172,1,30,18,2019-08-02 18:41:00,2.95,Plain Rice
173,2,30,36,2019-08-02 18:41:00,3.95,Mushroom Rice
174,1,30,19,2019-08-02 18:41:00,2.95,Garlic Naan
175,1,30,13,2019-08-02 18:41:00,2.95,Keema Naan
176,1,30,14,2019-08-02 18:41:00,2.95,Peshwari Naan
177,10,30,6,2019-08-02 18:41:00,0.8,Plain Papadum
178,2,30,7,2019-08-02 18:41:00,0.8,Spicy Papadum
179,2,30,3,2019-08-02 18:41:00,0.5,Mango Chutney
180,6,30,5,2019-08-02 18:41:00,0.5,Onion Chutney
181,4,30,4,2019-08-02 18:41:00,0.5,Red Sauce
182,2,30,1,2019-08-02 18:41:00,0.5,Mint Sauce
183,1,31,93,2019-08-02 18:18:00,7.95,Vindaloo - Chicken
184,1,31,94,2019-08-02 18:18:00,7.95,Madras - Chicken Tikka
185,2,31,18,2019-08-02 18:18:00,2.95,Plain Rice
186,2,31,11,2019-08-02 18:18:00,2.6,Plain Naan
187,1,31,90,2019-08-02 18:18:00,7.95,Madras - Chicken
188,4,31,6,2019-08-02 18:18:00,0.8,Plain Papadum
189,1,31,73,2019-08-02 18:18:00,5.95,Bombay Aloo
190,1,32,105,2019-08-02 17:57:00,8.95,Chicken Tikka Jalfrezi
191,1,32,15,2019-08-02 17:57:00,2.95,Pilau Rice
192,2,32,6,2019-08-02 17:57:00,0.8,Plain Papadum
193,1,32,7,2019-08-02 17:57:00,0.8,Spicy Papadum
194,1,32,48,2019-08-02 17:57:00,3.95,Vindaloo Sauce
195,1,33,28,2019-08-02 17:43:00,3.95,Onion Bhajee
196,1,33,3,2019-08-02 17:43:00,0.5,Mango Chutney
197,1,33,35,2019-08-02 17:43:00,3.95,Meat Samosa
198,1,33,68,2019-08-02 17:43:00,5.95,Chicken Pakora
199,1,33,170,2019-08-02 17:43:00,9.95,Lamb Biryani
200,1,33,176,2019-08-02 17:43:00,9.95,Chicken Biryani
201,1,33,212,2019-08-02 17:43:00,10.95,Chicken Tikka Biryani
202,1,33,79,2019-08-02 17:43:00,5.95,Aloo Gobi
203,1,34,105,2019-08-02 17:26:00,8.95,Chicken Tikka Jalfrezi
204,1,34,73,2019-08-02 17:26:00,5.95,Bombay Aloo
205,1,34,72,2019-08-02 17:26:00,5.95,Chana Masala
206,1,34,112,2019-08-02 17:26:00,8.95,Dupiaza - Chicken
207,1,34,13,2019-08-02 17:26:00,2.95,Keema Naan
208,1,34,15,2019-08-02 17:26:00,2.95,Pilau Rice
209,1,34,36,2019-08-02 17:26:00,3.95,Mushroom Rice
210,1,35,71,2019-08-02 14:11:00,5.95,Muttar Paneer
211,1,35,19,2019-08-02 14:11:00,2.95,Garlic Naan
212,1,35,36,2019-08-02 14:11:00,3.95,Mushroom Rice
213,1,35,11,2019-08-02 14:11:00,2.6,Plain Naan
214,2,36,110,2019-08-02 11:35:00,8.95,Chicken Tikka (Main)
215,1,36,217,2019-08-02 11:35:00,11.95,Tandoori Mixed Grill
216,1,36,103,2019-08-02 11:35:00,8.95,Chicken Tikka Masala
217,1,36,92,2019-08-02 11:35:00,7.95,Curry - Chicken
218,2,36,73,2019-08-02 11:35:00,5.95,Bombay Aloo
219,1,36,71,2019-08-02 11:35:00,5.95,Muttar Paneer
220,4,36,11,2019-08-02 11:35:00,2.6,Plain Naan
221,4,36,15,2019-08-02 11:35:00,2.95,Pilau Rice
222,1,36,42,2019-08-02 11:35:00,3.95,Keema Rice
223,1,36,54,2019-08-02 11:35:00,4.95,Aloo Chaat
224,1,36,165,2019-08-02 11:35:00,9.95,Chicken Balti
225,1,36,163,2019-08-02 11:35:00,9.95,Chicken Shashlick
226,1,36,194,2019-08-02 11:35:00,9.95,Vegetable Balti
227,1,36,77,2019-08-02 11:35:00,5.95,Cauliflower Bhajee
228,1,36,93,2019-08-02 11:35:00,7.95,Vindaloo - Chicken
229,1,37,167,2019-08-01 20:42:00,9.95,Butter Chicken
230,1,37,214,2019-08-01 20:42:00,10.95,Prawn Balti
231,1,38,136,2019-08-01 19:51:00,8.95,Tandoori Chicken Masala
232,1,38,92,2019-08-01 19:51:00,7.95,Curry - Chicken
233,1,38,79,2019-08-01 19:51:00,5.95,Aloo Gobi
234,1,38,11,2019-08-01 19:51:00,2.6,Plain Naan
235,1,38,15,2019-08-01 19:51:00,2.95,Pilau Rice
236,1,38,6,2019-08-01 19:51:00,0.8,Plain Papadum
237,1,38,4,2019-08-01 19:51:00,0.5,Red Sauce
238,1,38,3,2019-08-01 19:51:00,0.5,Mango Chutney
239,1,38,82,2019-08-01 19:51:00,5.95,Mixed Starter
240,1,39,91,2019-08-01 19:16:00,7.95,Madras - Lamb
241,1,39,36,2019-08-01 19:16:00,3.95,Mushroom Rice
242,1,39,30,2019-08-01 19:16:00,3.95,French Fries
243,2,39,102,2019-08-01 19:16:00,8.95,Korma - Chicken
244,1,39,11,2019-08-01 19:16:00,2.6,Plain Naan
245,1,39,19,2019-08-01 19:16:00,2.95,Garlic Naan
246,4,40,6,2019-08-01 18:45:00,0.8,Plain Papadum
247,2,40,104,2019-08-01 18:45:00,8.95,Pathia - Chicken Tikka
248,1,40,69,2019-08-01 18:45:00,5.95,COBRA ( LARGE )
249,1,40,248,2019-08-01 18:45:00,17.95,House white wine 75cl
250,2,40,15,2019-08-01 18:45:00,2.95,Pilau Rice
251,1,41,58,2019-08-01 18:41:00,4.95,Lamb Tikka
252,1,41,2,2019-08-01 18:41:00,0.5,Lime Pickle
253,1,41,5,2019-08-01 18:41:00,0.5,Onion Chutney
254,1,41,18,2019-08-01 18:41:00,2.95,Plain Rice
255,1,41,227,2019-08-01 18:41:00,12.95,King Prawn Shaslick
256,2,41,69,2019-08-01 18:41:00,5.95,COBRA ( LARGE )
257,1,42,212,2019-08-01 18:21:00,10.95,Chicken Tikka Biryani
258,1,42,43,2019-08-01 18:21:00,3.95,Stuffed Paratha
259,1,42,35,2019-08-01 18:21:00,3.95,Meat Samosa
260,1,43,18,2019-08-01 18:02:00,2.95,Plain Rice
261,2,43,11,2019-08-01 18:02:00,2.6,Plain Naan
262,1,43,80,2019-08-01 18:02:00,5.95,Mixed Vegetable Curry
263,1,43,79,2019-08-01 18:02:00,5.95,Aloo Gobi
264,1,43,40,2019-08-01 18:02:00,3.95,Curry Sauce
265,1,43,3,2019-08-01 18:02:00,0.5,Mango Chutney
266,1,43,12,2019-08-01 18:02:00,2.95,Raitha
267,1,44,90,2019-08-01 17:59:00,7.95,Madras - Chicken
268,1,44,11,2019-08-01 17:59:00,2.6,Plain Naan
269,1,44,22,2019-08-01 17:59:00,2.95,Bottle Diet Coke
270,1,44,18,2019-08-01 17:59:00,2.95,Plain Rice
271,1,45,73,2019-08-01 17:34:00,5.95,Bombay Aloo
272,1,45,105,2019-08-01 17:34:00,8.95,Chicken Tikka Jalfrezi
273,1,45,36,2019-08-01 17:34:00,3.95,Mushroom Rice
274,2,45,6,2019-08-01 17:34:00,0.8,Plain Papadum
275,1,46,77,2019-08-01 13:33:00,5.95,Cauliflower Bhajee
276,1,46,118,2019-08-01 13:33:00,8.95,Dhansak - Chicken
277,2,46,65,2019-08-01 13:33:00,5.95,Tarka Dall
278,1,46,78,2019-08-01 13:33:00,5.95,Saag Dall
279,2,47,93,2019-08-01 12:33:00,7.95,Vindaloo - Chicken
280,1,47,34,2019-08-01 12:33:00,3.95,Special Fried Rice
281,1,47,11,2019-08-01 12:33:00,2.6,Plain Naan
282,1,47,73,2019-08-01 12:33:00,5.95,Bombay Aloo
283,1,48,170,2019-07-31 21:10:00,9.95,Lamb Biryani
284,1,48,176,2019-07-31 21:10:00,9.95,Chicken Biryani
285,1,48,73,2019-07-31 21:10:00,5.95,Bombay Aloo
286,1,48,14,2019-07-31 21:10:00,2.95,Peshwari Naan
287,1,49,133,2019-07-31 20:35:00,8.95,Dhansak - Lamb
288,1,49,102,2019-07-31 20:35:00,8.95,Korma - Chicken
289,1,49,11,2019-07-31 20:35:00,2.6,Plain Naan
290,1,49,15,2019-07-31 20:35:00,2.95,Pilau Rice
291,2,50,15,2019-07-31 20:11:00,2.95,Pilau Rice
292,2,50,103,2019-07-31 20:11:00,8.95,Chicken Tikka Masala
293,1,50,94,2019-07-31 20:11:00,7.95,Madras - Chicken Tikka
294,2,50,28,2019-07-31 20:11:00,3.95,Onion Bhajee
295,1,51,105,2019-07-31 20:05:00,8.95,Chicken Tikka Jalfrezi
296,1,51,15,2019-07-31 20:05:00,2.95,Pilau Rice
297,1,51,11,2019-07-31 20:05:00,2.6,Plain Naan
298,1,51,16,2019-07-31 20:05:00,2.95,Green Salad
299,1,52,60,2019-07-31 19:54:00,4.95,Sheek Kebab
300,1,52,171,2019-07-31 19:54:00,9.95,Vegetable Biryani
301,1,52,54,2019-07-31 19:54:00,4.95,Aloo Chaat
302,1,52,219,2019-07-31 19:54:00,11.95,Madras - King Prawn
303,2,52,15,2019-07-31 19:54:00,2.95,Pilau Rice
304,1,52,167,2019-07-31 19:54:00,9.95,Butter Chicken
305,1,52,6,2019-07-31 19:54:00,0.8,Plain Papadum
306,1,53,103,2019-07-31 19:35:00,8.95,Chicken Tikka Masala
307,5,53,11,2019-07-31 19:35:00,2.6,Plain Naan
308,1,53,148,2019-07-31 19:35:00,8.95,Rogon - Chicken
309,1,53,110,2019-07-31 19:35:00,8.95,Chicken Tikka (Main)
310,2,53,94,2019-07-31 19:35:00,7.95,Madras - Chicken Tikka
311,1,53,19,2019-07-31 19:35:00,2.95,Garlic Naan
312,1,53,73,2019-07-31 19:35:00,5.95,Bombay Aloo
313,1,53,74,2019-07-31 19:35:00,5.95,Saag Aloo
314,1,53,30,2019-07-31 19:35:00,3.95,French Fries
315,2,53,15,2019-07-31 19:35:00,2.95,Pilau Rice
316,3,53,28,2019-07-31 19:35:00,3.95,Onion Bhajee
317,4,54,6,2019-07-31 19:31:00,0.8,Plain Papadum
318,1,54,1,2019-07-31 19:31:00,0.5,Mint Sauce
319,1,54,174,2019-07-31 19:31:00,9.95,Chicken Tikka Karahi
320,1,54,81,2019-07-31 19:31:00,5.95,Mushroom Bhajee
321,2,54,18,2019-07-31 19:31:00,2.95,Plain Rice
322,1,55,53,2019-07-31 19:17:00,3.95,Chicken Tikka
323,1,55,70,2019-07-31 19:17:00,5.95,Royal Paneer
324,1,55,19,2019-07-31 19:17:00,2.95,Garlic Naan
325,1,55,22,2019-07-31 19:17:00,2.95,Bottle Diet Coke
326,1,56,102,2019-07-31 19:05:00,8.95,Korma - Chicken
327,1,56,14,2019-07-31 19:05:00,2.95,Peshwari Naan
328,1,56,29,2019-07-31 19:05:00,3.95,Lemon Rice
329,1,56,36,2019-07-31 19:05:00,3.95,Mushroom Rice
330,1,56,193,2019-07-31 19:05:00,9.95,Lamb Sylhet
331,2,57,7,2019-07-31 19:02:00,0.8,Spicy Papadum
332,1,57,4,2019-07-31 19:02:00,0.5,Red Sauce
333,1,57,18,2019-07-31 19:02:00,2.95,Plain Rice
334,1,57,131,2019-07-31 19:02:00,8.95,Dupiaza - Chicken Tikka
335,1,57,8,2019-07-31 19:02:00,1.95,Chapati
336,1,58,135,2019-07-31 18:58:00,8.95,Saag - Chicken
337,1,58,66,2019-07-31 18:58:00,5.95,Saag Paneer
338,1,58,45,2019-07-31 18:58:00,3.95,Saag Rice
339,1,59,60,2019-07-31 18:50:00,4.95,Sheek Kebab
340,3,59,6,2019-07-31 18:50:00,0.8,Plain Papadum
341,1,59,122,2019-07-31 18:50:00,8.95,Lamb Tikka Masala
342,1,59,15,2019-07-31 18:50:00,2.95,Pilau Rice
343,1,59,13,2019-07-31 18:50:00,2.95,Keema Naan
344,1,59,30,2019-07-31 18:50:00,3.95,French Fries
345,1,60,42,2019-07-31 17:16:00,3.95,Keema Rice
346,1,60,73,2019-07-31 17:16:00,5.95,Bombay Aloo
347,1,60,91,2019-07-31 17:16:00,7.95,Madras - Lamb
348,1,61,170,2019-07-31 13:55:00,9.95,Lamb Biryani
349,1,61,144,2019-07-31 13:55:00,8.95,Lamb Tikka Chilli Masala
350,1,61,19,2019-07-31 13:55:00,2.95,Garlic Naan
351,1,62,185,2019-07-30 21:05:00,9.95,Paneer Tikka Sizzler
352,1,62,48,2019-07-30 21:05:00,3.95,Vindaloo Sauce
353,1,62,18,2019-07-30 21:05:00,2.95,Plain Rice
354,1,62,30,2019-07-30 21:05:00,3.95,French Fries
355,1,63,182,2019-07-30 20:10:00,9.95,Chicken Mysore
356,3,63,19,2019-07-30 20:10:00,2.95,Garlic Naan
357,1,63,180,2019-07-30 20:10:00,9.95,Lamb Chilli Garlic
358,1,64,54,2019-07-30 19:55:00,4.95,Aloo Chaat
359,1,64,217,2019-07-30 19:55:00,11.95,Tandoori Mixed Grill
360,1,64,10,2019-07-30 19:55:00,2.6,Tandoori Roti
361,1,65,63,2019-07-30 18:43:00,5.95,King Prawn Puree
362,1,65,6,2019-07-30 18:43:00,0.8,Plain Papadum
363,1,65,163,2019-07-30 18:43:00,9.95,Chicken Shashlick
364,1,65,64,2019-07-30 18:43:00,5.95,Bhindi Bhajee
365,1,65,27,2019-07-30 18:43:00,3.95,Dhansak Sauce
366,2,66,28,2019-07-30 18:43:00,3.95,Onion Bhajee
367,1,66,65,2019-07-30 18:43:00,5.95,Tarka Dall
368,1,66,66,2019-07-30 18:43:00,5.95,Saag Paneer
369,1,66,67,2019-07-30 18:43:00,5.95,Baingan Hari Mirch
370,1,67,90,2019-07-30 18:38:00,7.95,Madras - Chicken
371,1,67,29,2019-07-30 18:38:00,3.95,Lemon Rice
372,1,67,7,2019-07-30 18:38:00,0.8,Spicy Papadum
373,1,67,30,2019-07-30 18:38:00,3.95,French Fries
374,1,68,1,2019-07-30 18:33:00,0.5,Mint Sauce
375,1,68,2,2019-07-30 18:33:00,0.5,Lime Pickle
376,2,69,3,2019-07-30 18:01:00,0.5,Mango Chutney
377,1,70,4,2019-07-30 17:35:00,0.5,Red Sauce
378,1,71,5,2019-07-30 17:00:00,0.5,Onion Chutney
379,1,71,4,2019-07-30 17:00:00,0.5,Red Sauce
380,1,72,4,2019-07-29 22:21:00,0.5,Red Sauce
381,1,73,3,2019-07-29 20:03:00,0.5,Mango Chutney
382,1,74,1,2019-07-29 17:20:00,0.5,Mint Sauce
383,1,75,3,2019-07-28 20:00:00,0.5,Mango Chutney
384,1,75,1,2019-07-28 20:00:00,0.5,Mint Sauce
385,1,75,5,2019-07-28 20:00:00,0.5,Onion Chutney
386,1,76,5,2019-07-28 19:29:00,0.5,Onion Chutney
387,1,77,3,2019-07-28 19:29:00,0.5,Mango Chutney
388,1,77,1,2019-07-28 19:29:00,0.5,Mint Sauce
389,1,78,3,2019-07-28 17:58:00,0.5,Mango Chutney
390,1,78,1,2019-07-28 17:58:00,0.5,Mint Sauce
391,1,79,3,2019-07-28 17:41:00,0.5,Mango Chutney
392,1,80,3,2019-07-28 17:10:00,0.5,Mango Chutney
393,1,81,3,2019-07-27 20:28:00,0.5,Mango Chutney
394,1,81,1,2019-07-27 20:28:00,0.5,Mint Sauce
395,2,82,3,2019-07-27 19:49:00,0.5,Mango Chutney
396,1,82,2,2019-07-27 19:49:00,0.5,Lime Pickle
397,1,83,3,2019-07-27 19:36:00,0.5,Mango Chutney
398,1,84,1,2019-07-27 19:35:00,0.5,Mint Sauce
399,1,84,4,2019-07-27 19:35:00,0.5,Red Sauce
400,1,85,1,2019-07-27 19:35:00,0.5,Mint Sauce
401,1,85,3,2019-07-27 19:35:00,0.5,Mango Chutney
402,2,86,1,2019-07-27 19:23:00,0.5,Mint Sauce
403,1,87,3,2019-07-27 18:56:00,0.5,Mango Chutney
404,1,87,1,2019-07-27 18:56:00,0.5,Mint Sauce
405,1,88,3,2019-07-27 18:18:00,0.5,Mango Chutney
406,1,89,3,2019-07-27 18:11:00,0.5,Mango Chutney
407,1,90,1,2019-07-27 18:01:00,0.5,Mint Sauce
408,1,90,3,2019-07-27 18:01:00,0.5,Mango Chutney
