id,name,price,quantity,datetime
37,Korma Sauce,3.95,1,2019-08-03 18:00:00
199,Pathia - Prawn,9.95,1,2019-08-03 17:58:00
176,Chicken Biryani,9.95,1,2019-08-03 17:58:00
14,Peshwari Naan,2.95,2,2019-08-03 17:58:00
6,Plain Papadum,0.8,1,2019-08-03 17:58:00
1,Mint Sauce,0.5,1,2019-08-03 17:58:00
105,Chicken Tikka Jalfrezi,8.95,1,2019-08-03 17:57:00
116,Bhuna - Lamb,8.95,1,2019-08-03 17:57:00
34,Special Fried Rice,3.95,2,2019-08-03 17:57:00
14,Peshwari Naan,2.95,1,2019-08-03 17:57:00
79,Aloo Gobi,5.95,1,2019-08-03 17:57:00
103,Chicken Tikka Masala,8.95,1,2019-08-03 17:57:00
35,Meat Samosa,3.95,1,2019-08-03 17:52:00
80,Mixed Vegetable Curry,5.95,1,2019-08-03 17:52:00
138,Dupiaza - Lamb,8.95,1,2019-08-03 17:52:00
29,Lemon Rice,3.95,1,2019-08-03 17:52:00
106,Methi - Lamb,8.95,1,2019-08-03 17:52:00
15,Pilau Rice,2.95,1,2019-08-03 17:52:00
19,Garlic Naan,2.95,1,2019-08-03 17:52:00
28,Onion Bhajee,3.95,1,2019-08-03 17:52:00
7,Spicy Papadum,0.8,1,2019-08-03 17:52:00
11,Plain Naan,2.6,1,2019-08-03 17:18:00
15,Pilau Rice,2.95,1,2019-08-03 17:18:00
103,Chicken Tikka Masala,8.95,1,2019-08-03 17:18:00
116,Bhuna - Lamb,8.95,1,2019-08-03 17:18:00
6,Plain Papadum,0.8,2,2019-08-03 17:18:00
170,Lamb Biryani,9.95,1,2019-08-03 16:21:00
11,Plain Naan,2.6,2,2019-08-03 16:21:00
58,Lamb Tikka,4.95,1,2019-08-02 20:23:00
28,Onion Bhajee,3.95,1,2019-08-02 20:23:00
66,Saag Paneer,5.95,1,2019-08-02 20:23:00
103,Chicken Tikka Masala,8.95,1,2019-08-02 20:23:00
42,Keema Rice,3.95,1,2019-08-02 20:23:00
119,Rogon - Lamb,8.95,1,2019-08-02 20:23:00
174,Chicken Tikka Karahi,9.95,1,2019-08-02 20:23:00
15,Pilau Rice,2.95,1,2019-08-02 20:23:00
73,Bombay Aloo,5.95,1,2019-08-02 20:23:00
28,Onion Bhajee,3.95,1,2019-08-02 20:18:00
30,French Fries,3.95,1,2019-08-02 20:18:00
103,Chicken Tikka Masala,8.95,1,2019-08-02 20:18:00
102,Korma - Chicken,8.95,1,2019-08-02 20:18:00
11,Plain Naan,2.6,1,2019-08-02 20:18:00
15,Pilau Rice,2.95,1,2019-08-02 20:18:00
54,Aloo Chaat,4.95,1,2019-08-02 19:33:00
103,Chicken Tikka Masala,8.95,1,2019-08-02 19:33:00
19,Garlic Naan,2.95,1,2019-08-02 19:33:00
15,Pilau Rice,2.95,1,2019-08-02 19:33:00
108,Bhuna - Chicken,8.95,1,2019-08-02 19:33:00
6,Plain Papadum,0.8,3,2019-08-02 19:19:00
29,Lemon Rice,3.95,1,2019-08-02 19:19:00
196,Lamb Mysore,9.95,1,2019-08-02 19:19:00
118,Dhansak - Chicken,8.95,1,2019-08-02 19:19:00
8,Chapati,1.95,1,2019-08-02 19:19:00
170,Lamb Biryani,9.95,2,2019-08-02 19:14:00
14,Peshwari Naan,2.95,1,2019-08-02 19:14:00
28,Onion Bhajee,3.95,1,2019-08-02 18:41:00
79,Aloo Gobi,5.95,1,2019-08-02 18:41:00
176,Chicken Biryani,9.95,1,2019-08-02 18:41:00
90,Madras - Chicken,7.95,1,2019-08-02 18:41:00
102,Korma - Chicken,8.95,1,2019-08-02 18:41:00
165,Chicken Balti,9.95,1,2019-08-02 18:41:00
130,Chicken Tikka Chilli Masala,8.95,1,2019-08-02 18:41:00
187,Lal Mirch Chicken,9.95,1,2019-08-02 18:41:00
191,Korma - Prawn,9.95,1,2019-08-02 18:41:00
230,Korma - King Prawn,12.95,1,2019-08-02 18:41:00
18,Plain Rice,2.95,1,2019-08-02 18:41:00
36,Mushroom Rice,3.95,2,2019-08-02 18:41:00
19,Garlic Naan,2.95,1,2019-08-02 18:41:00
13,Keema Naan,2.95,1,2019-08-02 18:41:00
14,Peshwari Naan,2.95,1,2019-08-02 18:41:00
6,Plain Papadum,0.8,10,2019-08-02 18:41:00
7,Spicy Papadum,0.8,2,2019-08-02 18:41:00
3,Mango Chutney,0.5,2,2019-08-02 18:41:00
5,Onion Chutney,0.5,6,2019-08-02 18:41:00
4,Red Sauce,0.5,4,2019-08-02 18:41:00
1,Mint Sauce,0.5,2,2019-08-02 18:41:00
93,Vindaloo - Chicken,7.95,1,2019-08-02 18:18:00
94,Madras - Chicken Tikka,7.95,1,2019-08-02 18:18:00
18,Plain Rice,2.95,2,2019-08-02 18:18:00
11,Plain Naan,2.6,2,2019-08-02 18:18:00
90,Madras - Chicken,7.95,1,2019-08-02 18:18:00
6,Plain Papadum,0.8,4,2019-08-02 18:18:00
73,Bombay Aloo,5.95,1,2019-08-02 18:18:00
105,Chicken Tikka Jalfrezi,8.95,1,2019-08-02 17:57:00
15,Pilau Rice,2.95,1,2019-08-02 17:57:00
6,Plain Papadum,0.8,2,2019-08-02 17:57:00
7,Spicy Papadum,0.8,1,2019-08-02 17:57:00
48,Vindaloo Sauce,3.95,1,2019-08-02 17:57:00
28,Onion Bhajee,3.95,1,2019-08-02 17:43:00
3,Mango Chutney,0.5,1,2019-08-02 17:43:00
35,Meat Samosa,3.95,1,2019-08-02 17:43:00
68,Chicken Pakora,5.95,1,2019-08-02 17:43:00
170,Lamb Biryani,9.95,1,2019-08-02 17:43:00
176,Chicken Biryani,9.95,1,2019-08-02 17:43:00
212,Chicken Tikka Biryani,10.95,1,2019-08-02 17:43:00
79,Aloo Gobi,5.95,1,2019-08-02 17:43:00
105,Chicken Tikka Jalfrezi,8.95,1,2019-08-02 17:26:00
73,Bombay Aloo,5.95,1,2019-08-02 17:26:00
72,Chana Masala,5.95,1,2019-08-02 17:26:00
112,Dupiaza - Chicken,8.95,1,2019-08-02 17:26:00
13,Keema Naan,2.95,1,2019-08-02 17:26:00
15,Pilau Rice,2.95,1,2019-08-02 17:26:00
36,Mushroom Rice,3.95,1,2019-08-02 17:26:00
71,Muttar Paneer,5.95,1,2019-08-02 14:11:00
19,Garlic Naan,2.95,1,2019-08-02 14:11:00
36,Mushroom Rice,3.95,1,2019-08-02 14:11:00
11,Plain Naan,2.6,1,2019-08-02 14:11:00
110,Chicken Tikka (Main),8.95,2,2019-08-02 11:35:00
217,Tandoori Mixed Grill,11.95,1,2019-08-02 11:35:00
103,Chicken Tikka Masala,8.95,1,2019-08-02 11:35:00
92,Curry - Chicken,7.95,1,2019-08-02 11:35:00
73,Bombay Aloo,5.95,2,2019-08-02 11:35:00
71,Muttar Paneer,5.95,1,2019-08-02 11:35:00
11,Plain Naan,2.6,4,2019-08-02 11:35:00
15,Pilau Rice,2.95,4,2019-08-02 11:35:00
42,Keema Rice,3.95,1,2019-08-02 11:35:00
54,Aloo Chaat,4.95,1,2019-08-02 11:35:00
165,Chicken Balti,9.95,1,2019-08-02 11:35:00
163,Chicken Shashlick,9.95,1,2019-08-02 11:35:00
194,Vegetable Balti,9.95,1,2019-08-02 11:35:00
77,Cauliflower Bhajee,5.95,1,2019-08-02 11:35:00
93,Vindaloo - Chicken,7.95,1,2019-08-02 11:35:00
167,Butter Chicken,9.95,1,2019-08-01 20:42:00
214,Prawn Balti,10.95,1,2019-08-01 20:42:00
136,Tandoori Chicken Masala,8.95,1,2019-08-01 19:51:00
92,Curry - Chicken,7.95,1,2019-08-01 19:51:00
79,Aloo Gobi,5.95,1,2019-08-01 19:51:00
11,Plain Naan,2.6,1,2019-08-01 19:51:00
15,Pilau Rice,2.95,1,2019-08-01 19:51:00
6,Plain Papadum,0.8,1,2019-08-01 19:51:00
4,Red Sauce,0.5,1,2019-08-01 19:51:00
3,Mango Chutney,0.5,1,2019-08-01 19:51:00
82,Mixed Starter,5.95,1,2019-08-01 19:51:00
91,Madras - Lamb,7.95,1,2019-08-01 19:16:00
36,Mushroom Rice,3.95,1,2019-08-01 19:16:00
30,French Fries,3.95,1,2019-08-01 19:16:00
102,Korma - Chicken,8.95,2,2019-08-01 19:16:00
11,Plain Naan,2.6,1,2019-08-01 19:16:00
19,Garlic Naan,2.95,1,2019-08-01 19:16:00
6,Plain Papadum,0.8,4,2019-08-01 18:45:00
104,Pathia - Chicken Tikka,8.95,2,2019-08-01 18:45:00
69,COBRA ( LARGE ),5.95,1,2019-08-01 18:45:00
248,House white wine 75cl,17.95,1,2019-08-01 18:45:00
15,Pilau Rice,2.95,2,2019-08-01 18:45:00
58,Lamb Tikka,4.95,1,2019-08-01 18:41:00
2,Lime Pickle,0.5,1,2019-08-01 18:41:00
5,Onion Chutney,0.5,1,2019-08-01 18:41:00
18,Plain Rice,2.95,1,2019-08-01 18:41:00
227,King Prawn Shaslick,12.95,1,2019-08-01 18:41:00
69,COBRA ( LARGE ),5.95,2,2019-08-01 18:41:00
212,Chicken Tikka Biryani,10.95,1,2019-08-01 18:21:00
43,Stuffed Paratha,3.95,1,2019-08-01 18:21:00
35,Meat Samosa,3.95,1,2019-08-01 18:21:00
18,Plain Rice,2.95,1,2019-08-01 18:02:00
11,Plain Naan,2.6,2,2019-08-01 18:02:00
80,Mixed Vegetable Curry,5.95,1,2019-08-01 18:02:00
79,Aloo Gobi,5.95,1,2019-08-01 18:02:00
40,Curry Sauce,3.95,1,2019-08-01 18:02:00
3,Mango Chutney,0.5,1,2019-08-01 18:02:00
12,Raitha,2.95,1,2019-08-01 18:02:00
90,Madras - Chicken,7.95,1,2019-08-01 17:59:00
11,Plain Naan,2.6,1,2019-08-01 17:59:00
22,Bottle Diet Coke,2.95,1,2019-08-01 17:59:00
18,Plain Rice,2.95,1,2019-08-01 17:59:00
73,Bombay Aloo,5.95,1,2019-08-01 17:34:00
105,Chicken Tikka Jalfrezi,8.95,1,2019-08-01 17:34:00
36,Mushroom Rice,3.95,1,2019-08-01 17:34:00
6,Plain Papadum,0.8,2,2019-08-01 17:34:00
77,Cauliflower Bhajee,5.95,1,2019-08-01 13:33:00
118,Dhansak - Chicken,8.95,1,2019-08-01 13:33:00
65,Tarka Dall,5.95,2,2019-08-01 13:33:00
78,Saag Dall,5.95,1,2019-08-01 13:33:00
93,Vindaloo - Chicken,7.95,2,2019-08-01 12:33:00
34,Special Fried Rice,3.95,1,2019-08-01 12:33:00
11,Plain Naan,2.6,1,2019-08-01 12:33:00
73,Bombay Aloo,5.95,1,2019-08-01 12:33:00
170,Lamb Biryani,9.95,1,2019-07-31 21:10:00
176,Chicken Biryani,9.95,1,2019-07-31 21:10:00
73,Bombay Aloo,5.95,1,2019-07-31 21:10:00
14,Peshwari Naan,2.95,1,2019-07-31 21:10:00
133,Dhansak - Lamb,8.95,1,2019-07-31 20:35:00
102,Korma - Chicken,8.95,1,2019-07-31 20:35:00
11,Plain Naan,2.6,1,2019-07-31 20:35:00
15,Pilau Rice,2.95,1,2019-07-31 20:35:00
15,Pilau Rice,2.95,2,2019-07-31 20:11:00
103,Chicken Tikka Masala,8.95,2,2019-07-31 20:11:00
94,Madras - Chicken Tikka,7.95,1,2019-07-31 20:11:00
28,Onion Bhajee,3.95,2,2019-07-31 20:11:00
105,Chicken Tikka Jalfrezi,8.95,1,2019-07-31 20:05:00
15,Pilau Rice,2.95,1,2019-07-31 20:05:00
11,Plain Naan,2.6,1,2019-07-31 20:05:00
16,Green Salad,2.95,1,2019-07-31 20:05:00
60,Sheek Kebab,4.95,1,2019-07-31 19:54:00
171,Vegetable Biryani,9.95,1,2019-07-31 19:54:00
54,Aloo Chaat,4.95,1,2019-07-31 19:54:00
219,Madras - King Prawn,11.95,1,2019-07-31 19:54:00
15,Pilau Rice,2.95,2,2019-07-31 19:54:00
167,Butter Chicken,9.95,1,2019-07-31 19:54:00
6,Plain Papadum,0.8,1,2019-07-31 19:54:00
103,Chicken Tikka Masala,8.95,1,2019-07-31 19:35:00
11,Plain Naan,2.6,5,2019-07-31 19:35:00
148,Rogon - Chicken,8.95,1,2019-07-31 19:35:00
110,Chicken Tikka (Main),8.95,1,2019-07-31 19:35:00
94,Madras - Chicken Tikka,7.95,2,2019-07-31 19:35:00
19,Garlic Naan,2.95,1,2019-07-31 19:35:00
73,Bombay Aloo,5.95,1,2019-07-31 19:35:00
74,Saag Aloo,5.95,1,2019-07-31 19:35:00
30,French Fries,3.95,1,2019-07-31 19:35:00
15,Pilau Rice,2.95,2,2019-07-31 19:35:00
28,Onion Bhajee,3.95,3,2019-07-31 19:35:00
6,Plain Papadum,0.8,4,2019-07-31 19:31:00
1,Mint Sauce,0.5,1,2019-07-31 19:31:00
174,Chicken Tikka Karahi,9.95,1,2019-07-31 19:31:00
81,Mushroom Bhajee,5.95,1,2019-07-31 19:31:00
18,Plain Rice,2.95,2,2019-07-31 19:31:00
53,Chicken Tikka,3.95,1,2019-07-31 19:17:00
70,Royal Paneer,5.95,1,2019-07-31 19:17:00
19,Garlic Naan,2.95,1,2019-07-31 19:17:00
22,Bottle Diet Coke,2.95,1,2019-07-31 19:17:00
102,Korma - Chicken,8.95,1,2019-07-31 19:05:00
14,Peshwari Naan,2.95,1,2019-07-31 19:05:00
29,Lemon Rice,3.95,1,2019-07-31 19:05:00
36,Mushroom Rice,3.95,1,2019-07-31 19:05:00
193,Lamb Sylhet,9.95,1,2019-07-31 19:05:00
7,Spicy Papadum,0.8,2,2019-07-31 19:02:00
4,Red Sauce,0.5,1,2019-07-31 19:02:00
18,Plain Rice,2.95,1,2019-07-31 19:02:00
131,Dupiaza - Chicken Tikka,8.95,1,2019-07-31 19:02:00
8,Chapati,1.95,1,2019-07-31 19:02:00
135,Saag - Chicken,8.95,1,2019-07-31 18:58:00
66,Saag Paneer,5.95,1,2019-07-31 18:58:00
45,Saag Rice,3.95,1,2019-07-31 18:58:00
60,Sheek Kebab,4.95,1,2019-07-31 18:50:00
6,Plain Papadum,0.8,3,2019-07-31 18:50:00
122,Lamb Tikka Masala,8.95,1,2019-07-31 18:50:00
15,Pilau Rice,2.95,1,2019-07-31 18:50:00
13,Keema Naan,2.95,1,2019-07-31 18:50:00
30,French Fries,3.95,1,2019-07-31 18:50:00
42,Keema Rice,3.95,1,2019-07-31 17:16:00
73,Bombay Aloo,5.95,1,2019-07-31 17:16:00
91,Madras - Lamb,7.95,1,2019-07-31 17:16:00
170,Lamb Biryani,9.95,1,2019-07-31 13:55:00
144,Lamb Tikka Chilli Masala,8.95,1,2019-07-31 13:55:00
19,Garlic Naan,2.95,1,2019-07-31 13:55:00
185,Paneer Tikka Sizzler,9.95,1,2019-07-30 21:05:00
48,Vindaloo Sauce,3.95,1,2019-07-30 21:05:00
18,Plain Rice,2.95,1,2019-07-30 21:05:00
30,French Fries,3.95,1,2019-07-30 21:05:00
182,Chicken Mysore,9.95,1,2019-07-30 20:10:00
19,Garlic Naan,2.95,3,2019-07-30 20:10:00
180,Lamb Chilli Garlic,9.95,1,2019-07-30 20:10:00
54,Aloo Chaat,4.95,1,2019-07-30 19:55:00
217,Tandoori Mixed Grill,11.95,1,2019-07-30 19:55:00
10,Tandoori Roti,2.6,1,2019-07-30 19:55:00
63,King Prawn Puree,5.95,1,2019-07-30 18:43:00
6,Plain Papadum,0.8,1,2019-07-30 18:43:00
163,Chicken Shashlick,9.95,1,2019-07-30 18:43:00
64,Bhindi Bhajee,5.95,1,2019-07-30 18:43:00
27,Dhansak Sauce,3.95,1,2019-07-30 18:43:00
28,Onion Bhajee,3.95,2,2019-07-30 18:43:00
65,Tarka Dall,5.95,1,2019-07-30 18:43:00
66,Saag Paneer,5.95,1,2019-07-30 18:43:00
67,Baingan Hari Mirch,5.95,1,2019-07-30 18:43:00
90,Madras - Chicken,7.95,1,2019-07-30 18:38:00
29,Lemon Rice,3.95,1,2019-07-30 18:38:00
7,Spicy Papadum,0.8,1,2019-07-30 18:38:00
30,French Fries,3.95,1,2019-07-30 18:38:00
1,Mint Sauce,0.5,1,2019-07-30 18:33:00
2,Lime Pickle,0.5,1,2019-07-30 18:33:00
3,Mango Chutney,0.5,2,2019-07-30 18:01:00
4,Red Sauce,0.5,1,2019-07-30 17:35:00
5,Onion Chutney,0.5,1,2019-07-30 17:00:00
4,Red Sauce,0.5,1,2019-07-30 17:00:00
4,Red Sauce,0.5,1,2019-07-29 22:21:00
3,Mango Chutney,0.5,1,2019-07-29 20:03:00
1,Mint Sauce,0.5,1,2019-07-29 17:20:00
3,Mango Chutney,0.5,1,2019-07-28 20:00:00
1,Mint Sauce,0.5,1,2019-07-28 20:00:00
5,Onion Chutney,0.5,1,2019-07-28 20:00:00
5,Onion Chutney,0.5,1,2019-07-28 19:29:00
3,Mango Chutney,0.5,1,2019-07-28 19:29:00
1,Mint Sauce,0.5,1,2019-07-28 19:29:00
3,Mango Chutney,0.5,1,2019-07-28 17:58:00
1,Mint Sauce,0.5,1,2019-07-28 17:58:00
3,Mango Chutney,0.5,1,2019-07-28 17:41:00
3,Mango Chutney,0.5,1,2019-07-28 17:10:00
3,Mango Chutney,0.5,1,2019-07-27 20:28:00
1,Mint Sauce,0.5,1,2019-07-27 20:28:00
3,Mango Chutney,0.5,2,2019-07-27 19:49:00
2,Lime Pickle,0.5,1,2019-07-27 19:49:00
3,Mango Chutney,0.5,1,2019-07-27 19:36:00
1,Mint Sauce,0.5,1,2019-07-27 19:35:00
4,Red Sauce,0.5,1,2019-07-27 19:35:00
1,Mint Sauce,0.5,1,2019-07-27 19:35:00
3,Mango Chutney,0.5,1,2019-07-27 19:35:00
1,Mint Sauce,0.5,2,2019-07-27 19:23:00
3,Mango Chutney,0.5,1,2019-07-27 18:56:00
1,Mint Sauce,0.5,1,2019-07-27 18:56:00
3,Mango Chutney,0.5,1,2019-07-27 18:18:00
3,Mango Chutney,0.5,1,2019-07-27 18:11:00
1,Mint Sauce,0.5,1,2019-07-27 18:01:00
3,Mango Chutney,0.5,1,2019-07-27 18:01:00
5,Onion Chutney,0.5,2,2019-07-27 16:55:00
4,Red Sauce,0.5,2,2019-07-27 16:55:00
1,Mint Sauce,0.5,2,2019-07-27 16:55:00
3,Mango Chutney,0.5,1,2019-07-27 16:55:00
2,Lime Pickle,0.5,1,2019-07-27 16:55:00
1,Mint Sauce,0.5,1,2019-07-26 20:42:00
3,Mango Chutney,0.5,1,2019-07-26 19:51:00
3,Mango Chutney,0.5,1,2019-07-26 19:42:00
4,Red Sauce,0.5,1,2019-07-26 19:42:00
4,Red Sauce,0.5,1,2019-07-26 19:42:00
3,Mango Chutney,0.5,1,2019-07-26 19:42:00
1,Mint Sauce,0.5,1,2019-07-26 19:42:00
4,Red Sauce,0.5,1,2019-07-26 19:33:00
3,Mango Chutney,0.5,1,2019-07-26 19:33:00
1,Mint Sauce,0.5,1,2019-07-26 19:33:00
1,Mint Sauce,0.5,1,2019-07-26 19:12:00
4,Red Sauce,0.5,1,2019-07-26 19:12:00
3,Mango Chutney,0.5,1,2019-07-26 18:32:00
3,Mango Chutney,0.5,1,2019-07-26 18:14:00
2,Lime Pickle,0.5,1,2019-07-26 18:14:00
3,Mango Chutney,0.5,1,2019-07-26 17:56:00
1,Mint Sauce,0.5,2,2019-07-26 17:46:00
5,Onion Chutney,0.5,1,2019-07-26 17:46:00
4,Red Sauce,0.5,1,2019-07-26 17:46:00
2,Lime Pickle,0.5,1,2019-07-26 17:46:00
5,Onion Chutney,0.5,1,2019-07-25 19:51:00
4,Red Sauce,0.5,1,2019-07-25 19:51:00
3,Mango Chutney,0.5,2,2019-07-25 19:50:00
1,Mint Sauce,0.5,1,2019-07-25 19:11:00
3,Mango Chutney,0.5,1,2019-07-25 19:11:00
2,Lime Pickle,0.5,1,2019-07-25 17:23:00
3,Mango Chutney,0.5,1,2019-07-24 23:08:00
1,Mint Sauce,0.5,1,2019-07-24 23:08:00
5,Onion Chutney,0.5,1,2019-07-24 23:08:00
1,Mint Sauce,0.5,1,2019-07-23 21:30:00
3,Mango Chutney,0.5,2,2019-07-23 19:54:00
4,Red Sauce,0.5,1,2019-07-23 19:26:00
1,Mint Sauce,0.5,1,2019-07-23 19:26:00
5,Onion Chutney,0.5,1,2019-07-22 20:14:00
1,Mint Sauce,0.5,1,2019-07-22 20:14:00
4,Red Sauce,0.5,1,2019-07-22 20:14:00
3,Mango Chutney,0.5,2,2019-07-21 18:55:00
1,Mint Sauce,0.5,1,2019-07-21 18:55:00
3,Mango Chutney,0.5,1,2019-07-21 18:47:00
5,Onion Chutney,0.5,1,2019-07-21 17:26:00
2,Lime Pickle,0.5,1,2019-07-21 14:36:00
4,Red Sauce,0.5,1,2019-07-20 21:17:00
3,Mango Chutney,0.5,1,2019-07-20 20:15:00
3,Mango Chutney,0.5,1,2019-07-20 19:47:00
1,Mint Sauce,0.5,1,2019-07-20 19:47:00
1,Mint Sauce,0.5,1,2019-07-20 19:04:00
5,Onion Chutney,0.5,1,2019-07-20 19:04:00
1,Mint Sauce,0.5,1,2019-07-20 19:04:00
5,Onion Chutney,0.5,1,2019-07-20 19:04:00
3,Mango Chutney,0.5,1,2019-07-20 18:58:00
3,Mango Chutney,0.5,2,2019-07-20 18:45:00
3,Mango Chutney,0.5,1,2019-07-20 18:41:00
1,Mint Sauce,0.5,1,2019-07-20 18:41:00
