id,quantity,order_id,product_id,datetime,price,name
32,1,6,6,2019-08-03 19:42:00,0.8,Plain Papadum
33,2,7,6,2019-08-03 19:41:00,0.8,Plain Papadum
34,1,7,38,2019-08-03 19:41:00,3.95,Vegetable Rice
35,1,7,203,2019-08-03 19:41:00,9.95,Saag - Prawn
36,1,7,136,2019-08-03 19:41:00,8.95,Tandoori Chicken Masala
37,1,8,15,2019-08-03 19:29:00,2.95,Pilau Rice
38,1,8,144,2019-08-03 19:29:00,8.95,Lamb Tikka Chilli Masala
39,1,8,14,2019-08-03 19:29:00,2.95,Peshwari Naan
40,1,8,74,2019-08-03 19:29:00,5.95,Saag Aloo
41,1,9,79,2019-08-03 19:28:00,5.95,Aloo Gobi
42,1,9,64,2019-08-03 19:28:00,5.95,Bhindi Bhajee
43,1,9,66,2019-08-03 19:28:00,5.95,Saag Paneer
44,2,9,1,2019-08-03 19:28:00,0.5,Mint Sauce
45,1,9,176,2019-08-03 19:28:00,9.95,Chicken Biryani
46,1,9,19,2019-08-03 19:28:00,2.95,Garlic Naan
47,1,9,11,2019-08-03 19:28:00,2.6,Plain Naan
48,1,9,136,2019-08-03 19:28:00,8.95,Tandoori Chicken Masala
49,4,10,6,2019-08-03 19:26:00,0.8,Plain Papadum
50,2,10,4,2019-08-03 19:26:00,0.5,Red Sauce
51,1,10,103,2019-08-03 19:26:00,8.95,Chicken Tikka Masala
52,1,10,94,2019-08-03 19:26:00,7.95,Madras - Chicken Tikka
53,2,10,36,2019-08-03 19:26:00,3.95,Mushroom Rice
54,1,10,19,2019-08-03 19:26:00,2.95,Garlic Naan
55,1,10,73,2019-08-03 19:26:00,5.95,Bombay Aloo
56,1,11,28,2019-08-03 19:25:00,3.95,Onion Bhajee
57,1,11,60,2019-08-03 19:25:00,4.95,Sheek Kebab
58,8,11,6,2019-08-03 19:25:00,0.8,Plain Papadum
59,2,11,3,2019-08-03 19:25:00,0.5,Mango Chutney
60,2,11,1,2019-08-03 19:25:00,0.5,Mint Sauce
61,1,11,5,2019-08-03 19:25:00,0.5,Onion Chutney
62,1,11,110,2019-08-03 19:25:00,8.95,Chicken Tikka (Main)
63,1,11,102,2019-08-03 19:25:00,8.95,Korma - Chicken
64,1,11,103,2019-08-03 19:25:00,8.95,Chicken Tikka Masala
65,1,11,18,2019-08-03 19:25:00,2.95,Plain Rice
66,1,11,15,2019-08-03 19:25:00,2.95,Pilau Rice
67,2,11,13,2019-08-03 19:25:00,2.95,Keema Naan
68,1,11,30,2019-08-03 19:25:00,3.95,French Fries
69,1,11,176,2019-08-03 19:25:00,9.95,Chicken Biryani
70,1,11,36,2019-08-03 19:25:00,3.95,Mushroom Rice
71,1,12,28,2019-08-03 19:16:00,3.95,Onion Bhajee
72,1,12,102,2019-08-03 19:16:00,8.95,Korma - Chicken
73,1,12,14,2019-08-03 19:16:00,2.95,Peshwari Naan
74,1,12,15,2019-08-03 19:16:00,2.95,Pilau Rice
75,1,13,110,2019-08-03 18:37:00,8.95,Chicken Tikka (Main)
76,1,13,103,2019-08-03 18:37:00,8.95,Chicken Tikka Masala
77,1,13,35,2019-08-03 18:37:00,3.95,Meat Samosa
78,2,14,6,2019-08-03 18:36:00,0.8,Plain Papadum
79,1,14,3,2019-08-03 18:36:00,0.5,Mango Chutney
80,1,14,1,2019-08-03 18:36:00,0.5,Mint Sauce
81,1,14,4,2019-08-03 18:36:00,0.5,Red Sauce
82,1,14,42,2019-08-03 18:36:00,3.95,Keema Rice
83,1,14,13,2019-08-03 18:36:00,2.95,Keema Naan
84,1,14,169,2019-08-03 18:36:00,9.95,Chicken Chilli Garlic
85,1,14,168,2019-08-03 18:36:00,9.95,Lamb Hari Mirch
86,1,14,81,2019-08-03 18:36:00,5.95,Mushroom Bhajee
87,1,15,92,2019-08-03 18:36:00,7.95,Curry - Chicken
88,1,15,73,2019-08-03 18:36:00,5.95,Bombay Aloo
89,1,15,11,2019-08-03 18:36:00,2.6,Plain Naan
90,1,15,38,2019-08-03 18:36:00,3.95,Vegetable Rice
91,1,16,212,2019-08-03 18:34:00,10.95,Chicken Tikka Biryani
92,1,16,82,2019-08-03 18:34:00,5.95,Mixed Starter
93,1,17,28,2019-08-03 18:32:00,3.95,Onion Bhajee
94,1,17,212,2019-08-03 18:32:00,10.95,Chicken Tikka Biryani
95,1,17,113,2019-08-03 18:32:00,8.95,Bhuna - Chicken Tikka
96,1,17,36,2019-08-03 18:32:00,3.95,Mushroom Rice
97,1,18,42,2019-08-03 18:12:00,3.95,Keema Rice
98,1,18,91,2019-08-03 18:12:00,7.95,Madras - Lamb
99,1,18,73,2019-08-03 18:12:00,5.95,Bombay Aloo
100,1,19,46,2019-08-03 18:00:00,3.95,Masala Sauce
101,1,19,36,2019-08-03 18:00:00,3.95,Mushroom Rice
102,1,19,17,2019-08-03 18:00:00,2.95,Bottle Coke
103,1,19,14,2019-08-03 18:00:00,2.95,Peshwari Naan
104,2,19,217,2019-08-03 18:00:00,11.95,Tandoori Mixed Grill
105,3,19,6,2019-08-03 18:00:00,0.8,Plain Papadum
106,1,19,1,2019-08-03 18:00:00,0.5,Mint Sauce
107,1,19,3,2019-08-03 18:00:00,0.5,Mango Chutney
108,1,19,37,2019-08-03 18:00:00,3.95,Korma Sauce
109,1,20,199,2019-08-03 17:58:00,9.95,Pathia - Prawn
110,1,20,176,2019-08-03 17:58:00,9.95,Chicken Biryani
111,2,20,14,2019-08-03 17:58:00,2.95,Peshwari Naan
112,1,20,6,2019-08-03 17:58:00,0.8,Plain Papadum
113,1,20,1,2019-08-03 17:58:00,0.5,Mint Sauce
114,1,21,105,2019-08-03 17:57:00,8.95,Chicken Tikka Jalfrezi
115,1,21,116,2019-08-03 17:57:00,8.95,Bhuna - Lamb
116,2,21,34,2019-08-03 17:57:00,3.95,Special Fried Rice
117,1,21,14,2019-08-03 17:57:00,2.95,Peshwari Naan
118,1,21,79,2019-08-03 17:57:00,5.95,Aloo Gobi
119,1,21,103,2019-08-03 17:57:00,8.95,Chicken Tikka Masala
120,1,22,35,2019-08-03 17:52:00,3.95,Meat Samosa
121,1,22,80,2019-08-03 17:52:00,5.95,Mixed Vegetable Curry
122,1,22,138,2019-08-03 17:52:00,8.95,Dupiaza - Lamb
123,1,22,29,2019-08-03 17:52:00,3.95,Lemon Rice
124,1,22,106,2019-08-03 17:52:00,8.95,Methi - Lamb
125,1,22,15,2019-08-03 17:52:00,2.95,Pilau Rice
126,1,22,19,2019-08-03 17:52:00,2.95,Garlic Naan
127,1,22,28,2019-08-03 17:52:00,3.95,Onion Bhajee
128,1,22,7,2019-08-03 17:52:00,0.8,Spicy Papadum
129,1,23,11,2019-08-03 17:18:00,2.6,Plain Naan
130,1,23,15,2019-08-03 17:18:00,2.95,Pilau Rice
131,1,23,103,2019-08-03 17:18:00,8.95,Chicken Tikka Masala
132,1,23,116,2019-08-03 17:18:00,8.95,Bhuna - Lamb
133,2,23,6,2019-08-03 17:18:00,0.8,Plain Papadum
134,1,24,170,2019-08-03 16:21:00,9.95,Lamb Biryani
135,2,24,11,2019-08-03 16:21:00,2.6,Plain Naan
136,1,25,58,2019-08-02 20:23:00,4.95,Lamb Tikka
137,1,25,28,2019-08-02 20:23:00,3.95,Onion Bhajee
138,1,25,66,2019-08-02 20:23:00,5.95,Saag Paneer
139,1,25,103,2019-08-02 20:23:00,8.95,Chicken Tikka Masala
140,1,25,42,2019-08-02 20:23:00,3.95,Keema Rice
141,1,25,119,2019-08-02 20:23:00,8.95,Rogon - Lamb
142,1,25,174,2019-08-02 20:23:00,9.95,Chicken Tikka Karahi
143,1,25,15,2019-08-02 20:23:00,2.95,Pilau Rice
144,1,25,73,2019-08-02 20:23:00,5.95,Bombay Aloo
145,1,26,28,2019-08-02 20:18:00,3.95,Onion Bhajee
146,1,26,30,2019-08-02 20:18:00,3.95,French Fries
147,1,26,103,2019-08-02 20:18:00,8.95,Chicken Tikka Masala
148,1,26,102,2019-08-02 20:18:00,8.95,Korma - Chicken
149,1,26,11,2019-08-02 20:18:00,2.6,Plain Naan
150,1,26,15,2019-08-02 20:18:00,2.95,Pilau Rice
151,1,27,54,2019-08-02 19:33:00,4.95,Aloo Chaat
152,1,27,103,2019-08-02 19:33:00,8.95,Chicken Tikka Masala
153,1,27,19,2019-08-02 19:33:00,2.95,Garlic Naan
154,1,27,15,2019-08-02 19:33:00,2.95,Pilau Rice
155,1,27,108,2019-08-02 19:33:00,8.95,Bhuna - Chicken
156,3,28,6,2019-08-02 19:19:00,0.8,Plain Papadum
157,1,28,29,2019-08-02 19:19:00,3.95,Lemon Rice
158,1,28,196,2019-08-02 19:19:00,9.95,Lamb Mysore
159,1,28,118,2019-08-02 19:19:00,8.95,Dhansak - Chicken
160,1,28,8,2019-08-02 19:19:00,1.95,Chapati
161,2,29,170,2019-08-02 19:14:00,9.95,Lamb Biryani
162,1,29,14,2019-08-02 19:14:00,2.95,Peshwari Naan
163,1,30,28,2019-08-02 18:41:00,3.95,Onion Bhajee
164,1,30,79,2019-08-02 18:41:00,5.95,Aloo Gobi
165,1,30,176,2019-08-02 18:41:00,9.95,Chicken Biryani
166,1,30,90,2019-08-02 18:41:00,7.95,Madras - Chicken
167,1,30,102,2019-08-02 18:41:00,8.95,Korma - Chicken
168,1,30,165,2019-08-02 18:41:00,9.95,Chicken Balti
169,1,30,130,2019-08-02 18:41:00,8.95,Chicken Tikka Chilli Masala
170,1,30,187,2019-08-02 18:41:00,9.95,Lal Mirch Chicken
171,1,30,191,2019-08-02 18:41:00,9.95,Korma - Prawn
172,1,30,230,2019-08-02 18:41:00,12.95,Korma - King Prawn
173,1,30,18,2019-08-02 18:41:00,2.95,Plain Rice
174,2,30,36,2019-08-02 18:41:00,3.95,Mushroom Rice
175,1,30,19,2019-08-02 18:41:00,2.95,Garlic Naan
176,1,30,13,2019-08-02 18:41:00,2.95,Keema Naan
177,1,30,14,2019-08-02 18:41:00,2.95,Peshwari Naan
178,10,30,6,2019-08-02 18:41:00,0.8,Plain Papadum
179,2,30,7,2019-08-02 18:41:00,0.8,Spicy Papadum
180,2,30,3,2019-08-02 18:41:00,0.5,Mango Chutney
181,6,30,5,2019-08-02 18:41:00,0.5,Onion Chutney
182,4,30,4,2019-08-02 18:41:00,0.5,Red Sauce
183,2,30,1,2019-08-02 18:41:00,0.5,Mint Sauce
184,1,31,93,2019-08-02 18:18:00,7.95,Vindaloo - Chicken
185,1,31,94,2019-08-02 18:18:00,7.95,Madras - Chicken Tikka
186,2,31,18,2019-08-02 18:18:00,2.95,Plain Rice
187,2,31,11,2019-08-02 18:18:00,2.6,Plain Naan
188,1,31,90,2019-08-02 18:18:00,7.95,Madras - Chicken
189,4,31,6,2019-08-02 18:18:00,0.8,Plain Papadum
190,1,31,73,2019-08-02 18:18:00,5.95,Bombay Aloo
191,1,32,105,2019-08-02 17:57:00,8.95,Chicken Tikka Jalfrezi
192,1,32,15,2019-08-02 17:57:00,2.95,Pilau Rice
193,2,32,6,2019-08-02 17:57:00,0.8,Plain Papadum
194,1,32,7,2019-08-02 17:57:00,0.8,Spicy Papadum
195,1,32,48,2019-08-02 17:57:00,3.95,Vindaloo Sauce
196,1,33,28,2019-08-02 17:43:00,3.95,Onion Bhajee
197,1,33,3,2019-08-02 17:43:00,0.5,Mango Chutney
198,1,33,35,2019-08-02 17:43:00,3.95,Meat Samosa
199,1,33,68,2019-08-02 17:43:00,5.95,Chicken Pakora
200,1,33,170,2019-08-02 17:43:00,9.95,Lamb Biryani
201,1,33,176,2019-08-02 17:43:00,9.95,Chicken Biryani
202,1,33,212,2019-08-02 17:43:00,10.95,Chicken Tikka Biryani
203,1,33,79,2019-08-02 17:43:00,5.95,Aloo Gobi
204,1,34,105,2019-08-02 17:26:00,8.95,Chicken Tikka Jalfrezi
205,1,34,73,2019-08-02 17:26:00,5.95,Bombay Aloo
206,1,34,72,2019-08-02 17:26:00,5.95,Chana Masala
207,1,34,112,2019-08-02 17:26:00,8.95,Dupiaza - Chicken
208,1,34,13,2019-08-02 17:26:00,2.95,Keema Naan
209,1,34,15,2019-08-02 17:26:00,2.95,Pilau Rice
210,1,34,36,2019-08-02 17:26:00,3.95,Mushroom Rice
211,1,35,71,2019-08-02 14:11:00,5.95,Muttar Paneer
212,1,35,19,2019-08-02 14:11:00,2.95,Garlic Naan
213,1,35,36,2019-08-02 14:11:00,3.95,Mushroom Rice
214,1,35,11,2019-08-02 14:11:00,2.6,Plain Naan
215,2,36,110,2019-08-02 11:35:00,8.95,Chicken Tikka (Main)
216,1,36,217,2019-08-02 11:35:00,11.95,Tandoori Mixed Grill
217,1,36,103,2019-08-02 11:35:00,8.95,Chicken Tikka Masala
218,1,36,92,2019-08-02 11:35:00,7.95,Curry - Chicken
219,2,36,73,2019-08-02 11:35:00,5.95,Bombay Aloo
220,1,36,71,2019-08-02 11:35:00,5.95,Muttar Paneer
221,4,36,11,2019-08-02 11:35:00,2.6,Plain Naan
222,4,36,15,2019-08-02 11:35:00,2.95,Pilau Rice
223,1,36,42,2019-08-02 11:35:00,3.95,Keema Rice
224,1,36,54,2019-08-02 11:35:00,4.95,Aloo Chaat
225,1,36,165,2019-08-02 11:35:00,9.95,Chicken Balti
226,1,36,163,2019-08-02 11:35:00,9.95,Chicken Shashlick
227,1,36,194,2019-08-02 11:35:00,9.95,Vegetable Balti
228,1,36,77,2019-08-02 11:35:00,5.95,Cauliflower Bhajee
229,1,36,93,2019-08-02 11:35:00,7.95,Vindaloo - Chicken
230,1,37,167,2019-08-01 20:42:00,9.95,Butter Chicken
231,1,37,214,2019-08-01 20:42:00,10.95,Prawn Balti
232,1,38,136,2019-08-01 19:51:00,8.95,Tandoori Chicken Masala
233,1,38,92,2019-08-01 19:51:00,7.95,Curry - Chicken
234,1,38,79,2019-08-01 19:51:00,5.95,Aloo Gobi
235,1,38,11,2019-08-01 19:51:00,2.6,Plain Naan
236,1,38,15,2019-08-01 19:51:00,2.95,Pilau Rice
237,1,38,6,2019-08-01 19:51:00,0.8,Plain Papadum
238,1,38,4,2019-08-01 19:51:00,0.5,Red Sauce
239,1,38,3,2019-08-01 19:51:00,0.5,Mango Chutney
240,1,38,82,2019-08-01 19:51:00,5.95,Mixed Starter
241,1,39,91,2019-08-01 19:16:00,7.95,Madras - Lamb
242,1,39,36,2019-08-01 19:16:00,3.95,Mushroom Rice
243,1,39,30,2019-08-01 19:16:00,3.95,French Fries
244,2,39,102,2019-08-01 19:16:00,8.95,Korma - Chicken
245,1,39,11,2019-08-01 19:16:00,2.6,Plain Naan
246,1,39,19,2019-08-01 19:16:00,2.95,Garlic Naan
247,4,40,6,2019-08-01 18:45:00,0.8,Plain Papadum
248,2,40,104,2019-08-01 18:45:00,8.95,Pathia - Chicken Tikka
249,1,40,69,2019-08-01 18:45:00,5.95,COBRA ( LARGE )
250,1,40,248,2019-08-01 18:45:00,17.95,House white wine 75cl
251,2,40,15,2019-08-01 18:45:00,2.95,Pilau Rice
252,1,41,58,2019-08-01 18:41:00,4.95,Lamb Tikka
253,1,41,2,2019-08-01 18:41:00,0.5,Lime Pickle
254,1,41,5,2019-08-01 18:41:00,0.5,Onion Chutney
255,1,41,18,2019-08-01 18:41:00,2.95,Plain Rice
256,1,41,227,2019-08-01 18:41:00,12.95,King Prawn Shaslick
257,2,41,69,2019-08-01 18:41:00,5.95,COBRA ( LARGE )
258,1,42,212,2019-08-01 18:21:00,10.95,Chicken Tikka Biryani
259,1,42,43,2019-08-01 18:21:00,3.95,Stuffed Paratha
260,1,42,35,2019-08-01 18:21:00,3.95,Meat Samosa
261,1,43,18,2019-08-01 18:02:00,2.95,Plain Rice
262,2,43,11,2019-08-01 18:02:00,2.6,Plain Naan
263,1,43,80,2019-08-01 18:02:00,5.95,Mixed Vegetable Curry
264,1,43,79,2019-08-01 18:02:00,5.95,Aloo Gobi
265,1,43,40,2019-08-01 18:02:00,3.95,Curry Sauce
266,1,43,3,2019-08-01 18:02:00,0.5,Mango Chutney
267,1,43,12,2019-08-01 18:02:00,2.95,Raitha
268,1,44,90,2019-08-01 17:59:00,7.95,Madras - Chicken
269,1,44,11,2019-08-01 17:59:00,2.6,Plain Naan
270,1,44,22,2019-08-01 17:59:00,2.95,Bottle Diet Coke
271,1,44,18,2019-08-01 17:59:00,2.95,Plain Rice
272,1,45,73,2019-08-01 17:34:00,5.95,Bombay Aloo
273,1,45,105,2019-08-01 17:34:00,8.95,Chicken Tikka Jalfrezi
274,1,45,36,2019-08-01 17:34:00,3.95,Mushroom Rice
275,2,45,6,2019-08-01 17:34:00,0.8,Plain Papadum
276,1,46,77,2019-08-01 13:33:00,5.95,Cauliflower Bhajee
277,1,46,118,2019-08-01 13:33:00,8.95,Dhansak - Chicken
278,2,46,65,2019-08-01 13:33:00,5.95,Tarka Dall
279,1,46,78,2019-08-01 13:33:00,5.95,Saag Dall
280,2,47,93,2019-08-01 12:33:00,7.95,Vindaloo - Chicken
281,1,47,34,2019-08-01 12:33:00,3.95,Special Fried Rice
282,1,47,11,2019-08-01 12:33:00,2.6,Plain Naan
283,1,47,73,2019-08-01 12:33:00,5.95,Bombay Aloo
284,1,48,170,2019-07-31 21:10:00,9.95,Lamb Biryani
285,1,48,176,2019-07-31 21:10:00,9.95,Chicken Biryani
286,1,48,73,2019-07-31 21:10:00,5.95,Bombay Aloo
287,1,48,14,2019-07-31 21:10:00,2.95,Peshwari Naan
288,1,49,133,2019-07-31 20:35:00,8.95,Dhansak - Lamb
289,1,49,102,2019-07-31 20:35:00,8.95,Korma - Chicken
290,1,49,11,2019-07-31 20:35:00,2.6,Plain Naan
291,1,49,15,2019-07-31 20:35:00,2.95,Pilau Rice
292,2,50,15,2019-07-31 20:11:00,2.95,Pilau Rice
293,2,50,103,2019-07-31 20:11:00,8.95,Chicken Tikka Masala
294,1,50,94,2019-07-31 20:11:00,7.95,Madras - Chicken Tikka
295,2,50,28,2019-07-31 20:11:00,3.95,Onion Bhajee
296,1,51,105,2019-07-31 20:05:00,8.95,Chicken Tikka Jalfrezi
297,1,51,15,2019-07-31 20:05:00,2.95,Pilau Rice
298,1,51,11,2019-07-31 20:05:00,2.6,Plain Naan
299,1,51,16,2019-07-31 20:05:00,2.95,Green Salad
300,1,52,60,2019-07-31 19:54:00,4.95,Sheek Kebab
301,1,52,171,2019-07-31 19:54:00,9.95,Vegetable Biryani
302,1,52,54,2019-07-31 19:54:00,4.95,Aloo Chaat
303,1,52,219,2019-07-31 19:54:00,11.95,Madras - King Prawn
304,2,52,15,2019-07-31 19:54:00,2.95,Pilau Rice
305,1,52,167,2019-07-31 19:54:00,9.95,Butter Chicken
306,1,52,6,2019-07-31 19:54:00,0.8,Plain Papadum
307,1,53,103,2019-07-31 19:35:00,8.95,Chicken Tikka Masala
308,5,53,11,2019-07-31 19:35:00,2.6,Plain Naan
309,1,53,148,2019-07-31 19:35:00,8.95,Rogon - Chicken
310,1,53,110,2019-07-31 19:35:00,8.95,Chicken Tikka (Main)
311,2,53,94,2019-07-31 19:35:00,7.95,Madras - Chicken Tikka
312,1,53,19,2019-07-31 19:35:00,2.95,Garlic Naan
313,1,53,73,2019-07-31 19:35:00,5.95,Bombay Aloo
314,1,53,74,2019-07-31 19:35:00,5.95,Saag Aloo
315,1,53,30,2019-07-31 19:35:00,3.95,French Fries
316,2,53,15,2019-07-31 19:35:00,2.95,Pilau Rice
317,3,53,28,2019-07-31 19:35:00,3.95,Onion Bhajee
318,4,54,6,2019-07-31 19:31:00,0.8,Plain Papadum
319,1,54,1,2019-07-31 19:31:00,0.5,Mint Sauce
320,1,54,174,2019-07-31 19:31:00,9.95,Chicken Tikka Karahi
321,1,54,81,2019-07-31 19:31:00,5.95,Mushroom Bhajee
322,2,54,18,2019-07-31 19:31:00,2.95,Plain Rice
323,1,55,53,2019-07-31 19:17:00,3.95,Chicken Tikka
324,1,55,70,2019-07-31 19:17:00,5.95,Royal Paneer
325,1,55,19,2019-07-31 19:17:00,2.95,Garlic Naan
326,1,55,22,2019-07-31 19:17:00,2.95,Bottle Diet Coke
327,1,56,102,2019-07-31 19:05:00,8.95,Korma - Chicken
328,1,56,14,2019-07-31 19:05:00,2.95,Peshwari Naan
329,1,56,29,2019-07-31 19:05:00,3.95,Lemon Rice
330,1,56,36,2019-07-31 19:05:00,3.95,Mushroom Rice
331,1,56,193,2019-07-31 19:05:00,9.95,Lamb Sylhet
332,2,57,7,2019-07-31 19:02:00,0.8,Spicy Papadum
333,1,57,4,2019-07-31 19:02:00,0.5,Red Sauce
334,1,57,18,2019-07-31 19:02:00,2.95,Plain Rice
335,1,57,131,2019-07-31 19:02:00,8.95,Dupiaza - Chicken Tikka
336,1,57,8,2019-07-31 19:02:00,1.95,Chapati
337,1,58,135,2019-07-31 18:58:00,8.95,Saag - Chicken
338,1,58,66,2019-07-31 18:58:00,5.95,Saag Paneer
339,1,58,45,2019-07-31 18:58:00,3.95,Saag Rice
340,1,59,60,2019-07-31 18:50:00,4.95,Sheek Kebab
341,3,59,6,2019-07-31 18:50:00,0.8,Plain Papadum
342,1,59,122,2019-07-31 18:50:00,8.95,Lamb Tikka Masala
343,1,59,15,2019-07-31 18:50:00,2.95,Pilau Rice
344,1,59,13,2019-07-31 18:50:00,2.95,Keema Naan
345,1,59,30,2019-07-31 18:50:00,3.95,French Fries
346,1,60,42,2019-07-31 17:16:00,3.95,Keema Rice
347,1,60,73,2019-07-31 17:16:00,5.95,Bombay Aloo
348,1,60,91,2019-07-31 17:16:00,7.95,Madras - Lamb
349,1,61,170,2019-07-31 13:55:00,9.95,Lamb Biryani
350,1,61,144,2019-07-31 13:55:00,8.95,Lamb Tikka Chilli Masala
351,1,61,19,2019-07-31 13:55:00,2.95,Garlic Naan
352,1,62,185,2019-07-30 21:05:00,9.95,Paneer Tikka Sizzler
353,1,62,48,2019-07-30 21:05:00,3.95,Vindaloo Sauce
354,1,62,18,2019-07-30 21:05:00,2.95,Plain Rice
355,1,62,30,2019-07-30 21:05:00,3.95,French Fries
356,1,63,182,2019-07-30 20:10:00,9.95,Chicken Mysore
357,3,63,19,2019-07-30 20:10:00,2.95,Garlic Naan
358,1,63,180,2019-07-30 20:10:00,9.95,Lamb Chilli Garlic
359,1,64,54,2019-07-30 19:55:00,4.95,Aloo Chaat
360,1,64,217,2019-07-30 19:55:00,11.95,Tandoori Mixed Grill
361,1,64,10,2019-07-30 19:55:00,2.6,Tandoori Roti
362,1,65,63,2019-07-30 18:43:00,5.95,King Prawn Puree
363,1,65,6,2019-07-30 18:43:00,0.8,Plain Papadum
364,1,65,163,2019-07-30 18:43:00,9.95,Chicken Shashlick
365,1,65,64,2019-07-30 18:43:00,5.95,Bhindi Bhajee
366,1,65,27,2019-07-30 18:43:00,3.95,Dhansak Sauce
367,2,66,28,2019-07-30 18:43:00,3.95,Onion Bhajee
368,1,66,65,2019-07-30 18:43:00,5.95,Tarka Dall
369,1,66,66,2019-07-30 18:43:00,5.95,Saag Paneer
370,1,66,67,2019-07-30 18:43:00,5.95,Baingan Hari Mirch
371,1,67,90,2019-07-30 18:38:00,7.95,Madras - Chicken
372,1,67,29,2019-07-30 18:38:00,3.95,Lemon Rice
373,1,67,7,2019-07-30 18:38:00,0.8,Spicy Papadum
374,1,67,30,2019-07-30 18:38:00,3.95,French Fries
375,1,68,1,2019-07-30 18:33:00,0.5,Mint Sauce
376,1,68,2,2019-07-30 18:33:00,0.5,Lime Pickle
377,2,69,3,2019-07-30 18:01:00,0.5,Mango Chutney
378,1,70,4,2019-07-30 17:35:00,0.5,Red Sauce
379,1,71,5,2019-07-30 17:00:00,0.5,Onion Chutney
380,1,71,4,2019-07-30 17:00:00,0.5,Red Sauce
381,1,72,4,2019-07-29 22:21:00,0.5,Red Sauce
382,1,73,3,2019-07-29 20:03:00,0.5,Mango Chutney
383,1,74,1,2019-07-29 17:20:00,0.5,Mint Sauce
384,1,75,3,2019-07-28 20:00:00,0.5,Mango Chutney
385,1,75,1,2019-07-28 20:00:00,0.5,Mint Sauce
386,1,75,5,2019-07-28 20:00:00,0.5,Onion Chutney
387,1,76,5,2019-07-28 19:29:00,0.5,Onion Chutney
388,1,77,3,2019-07-28 19:29:00,0.5,Mango Chutney
389,1,77,1,2019-07-28 19:29:00,0.5,Mint Sauce
390,1,78,3,2019-07-28 17:58:00,0.5,Mango Chutney
391,1,78,1,2019-07-28 17:58:00,0.5,Mint Sauce
392,1,79,3,2019-07-28 17:41:00,0.5,Mango Chutney
393,1,80,3,2019-07-28 17:10:00,0.5,Mango Chutney
394,1,81,3,2019-07-27 20:28:00,0.5,Mango Chutney
395,1,81,1,2019-07-27 20:28:00,0.5,Mint Sauce
396,2,82,3,2019-07-27 19:49:00,0.5,Mango Chutney
397,1,82,2,2019-07-27 19:49:00,0.5,Lime Pickle
398,1,83,3,2019-07-27 19:36:00,0.5,Mango Chutney
399,1,84,1,2019-07-27 19:35:00,0.5,Mint Sauce
400,1,84,4,2019-07-27 19:35:00,0.5,Red Sauce
401,1,85,1,2019-07-27 19:35:00,0.5,Mint Sauce
402,1,85,3,2019-07-27 19:35:00,0.5,Mango Chutney
403,2,86,1,2019-07-27 19:23:00,0.5,Mint Sauce
404,1,87,3,2019-07-27 18:56:00,0.5,Mango Chutney
405,1,87,1,2019-07-27 18:56:00,0.5,Mint Sauce
406,1,88,3,2019-07-27 18:18:00,0.5,Mango Chutney
407,1,89,3,2019-07-27 18:11:00,0.5,Mango Chutney
408,1,90,1,2019-07-27 18:01:00,0.5,Mint Sauce
409,1,90,3,2019-07-27 18:01:00,0.5,Mango Chutney
